psychological_safety,clinical_curiosity,decision_confidence,team_cohesion,leadership_support,reflective_practice,adaptive_focus,professional_vitality,cognitive_agility,service_excellence
44.83,58.77,60.14,0,0,30.64,36.66,18.21,14.61,1
46.25,57,55.39,1,0,41.27,22.95,27.94,20.02,1
60.86,68.16,73.44,1,0,44.57,35.45,30.56,28.09,1
68.16,75.74,76.58,1,0,55.18,30.36,25.59,28.03,1
65.99,72.55,71.46,0,0,39.79,36,30.34,19.96,1
42.77,55.91,49.38,0,1,38.05,42.11,24.72,23.6,1
53.71,64.28,69.58,1,1,57.3,42.72,28.78,30.61,1
60.43,75.76,71.55,0,0,37.73,35.33,25.41,33.65,1
57.88,73.16,60.84,1,0,47.5,22.63,23.8,29.89,1
70.67,84.15,85.09,0,0,44.74,47.8,32.56,30.75,1
46.9,67.64,73.4,0,0,38.53,40.2,27.64,16.93,1
56.88,63.33,62.93,1,0,47.01,21.75,23.54,25.71,1
50.28,62.88,57.06,0,1,45.12,40.05,30.27,15.29,1
58.01,70.32,73.75,0,0,39.84,40.41,30.62,24.28,1
42.05,59.19,65.23,1,0,32.44,28.13,23.26,10.99,1
43.85,60.97,63.04,0,0,33.23,28.62,18.79,15.51,1
46.24,68.2,53.73,1,0,38.1,20.58,17.79,14.12,1
48.24,57.88,55.69,1,1,36.85,31.81,29.32,23.08,1
73.58,81.57,73.73,1,1,55.46,43.95,32.45,34.06,1
69.1,69.53,73.34,0,1,47.39,48.65,39.99,20.33,1
52.45,66.84,72.23,0,1,37.5,41.05,26.71,23.61,1
57.08,58.25,61.36,1,0,39.67,28.15,21.48,22.95,1
35.87,54.06,52.93,1,0,32.98,34.98,30.34,19.7,1
52.85,72.08,60.46,0,0,38.4,29.61,21.32,15.01,0
56.92,71.42,61.86,0,1,36.1,32.59,30.49,22.82,1
68.75,70.18,70.81,0,1,52.54,46.14,45.27,33.5,1
58.92,64.54,72.39,1,1,49.36,49.2,36.89,28.36,1
60.19,73.85,68.2,1,0,38.99,39.87,42.67,26.74,1
58.57,68.26,64.28,0,0,39.37,38.94,31.12,22.93,1
58.23,55.6,54.68,0,1,35.66,42.92,36.9,27.01,1
38.24,62.18,52.39,0,1,29.59,31.99,22.28,28.34,1
50,63.61,67.26,0,1,39.19,43.74,32.4,29.06,1
72.22,70.59,70.61,1,0,44.67,35.97,37.3,27.03,1
64.89,75.07,76.62,0,0,36.86,40.51,33.85,16.89,1
60.93,83.99,67.22,0,1,38.42,47.18,25.74,27.4,1
55.8,65.97,63.44,1,0,48.42,32.81,32.24,29.75,1
62.91,71.22,77.42,0,0,48.6,43.9,47.19,39.88,1
43.66,53.9,49.75,0,0,37.99,31.84,20.45,25.49,1
36.04,55.91,49.64,1,0,29.38,30.66,32.16,19.08,1
50.41,64.32,62.35,0,1,37.5,43.94,35.32,16.73,1
61.46,75.96,72.1,1,1,50.41,46.2,34.26,30.81,1
56.29,62.87,65.09,0,1,37.35,37.24,32.1,26,1
67.17,79.75,75.06,1,0,54.73,36,41.04,35.27,1
59.22,62.35,64.38,1,0,44.06,34,31.65,31.16,1
55.54,69.63,67.22,0,1,36.19,43.23,43.1,33.66,1
70.93,73.45,68.54,1,0,59.87,44.04,44.55,39.61,1
68.59,76.67,72.09,0,0,47.43,35.63,20.86,23.8,1
53.82,56.02,52.56,1,0,32.09,28.76,31.41,26.49,1
41.76,56.91,57.68,1,1,39.24,33.52,34.74,29.95,1
44.11,57.97,53.48,0,0,26.91,27.53,19.16,15.21,0
53.06,55.63,61.56,0,0,44.89,38.28,41.66,29.29,1
50.6,73.34,70.6,1,0,48.17,35.77,30.89,22.16,1
74.89,84.9,69.9,1,1,54.09,42.47,40.12,23.89,1
34.84,44.59,52.41,0,1,32.41,43.36,32.88,21.04,0
54.23,59.63,64.75,0,1,34.22,33.99,21.71,22.81,1
42.21,55.16,56.43,1,0,43.7,34.76,24.41,31.48,1
56.4,63.9,53.28,0,0,39.83,31.95,23.76,18.23,1
59.59,69.13,58.54,1,1,51.51,42.46,28.68,31.26,1
50.14,49.6,58.79,1,1,35.66,35.21,24.7,19.99,1
61.37,81.18,72.42,1,0,50.34,31.01,28.32,25.58,1
52.62,60.16,62.7,0,0,32.35,41.59,24.52,21.98,1
52.85,71.91,53.62,1,0,42.12,19.31,14.04,12.71,1
49.99,61.48,63.7,1,1,41.45,39.02,39.7,34.55,1
62.81,86.79,74.76,1,0,47.97,36.26,33.97,25,1
56.66,72.65,65.29,0,1,36,43.01,38.4,24.04,1
73.88,86.78,86.08,1,0,55.27,35.21,36.91,22.65,1
70.24,84.85,77.42,1,0,54.26,33.58,32.7,29.19,1
61.65,71.73,71.64,1,1,44.91,36.99,34.69,26.64,1
29.09,47.72,44.24,0,0,22.78,26.77,22.06,18.94,0
37.19,52.14,62.7,0,1,29.41,31.24,31.8,23.17,1
66.84,77.3,70.16,1,0,58.2,27.96,33.61,32.26,1
49.29,62.42,65.6,0,1,32.21,46.63,30.31,23.95,1
57.82,70.54,65.61,0,0,44.61,38.81,27.43,19.68,1
47.43,55.81,58.3,0,0,28.15,33.81,26.08,19.84,0
61.21,68.41,66.93,1,1,44.6,29.27,37.28,28.93,1
66.5,78.2,73.33,0,0,44.95,29,21.37,13.33,1
40.48,55.49,54.08,1,1,40.99,29.52,19.81,19.72,1
45.24,61.84,55.78,1,1,35.94,29.09,20.97,21.7,1
35.04,55.3,56.11,1,1,29.97,38.22,30.8,20.84,1
57.8,73.68,71.09,1,0,56.5,34.95,37.72,29.52,1
35.02,54.23,53.26,0,0,28.32,30.76,24.64,15.13,1
50.61,61.56,68.1,1,1,39.37,37.86,34.59,27.85,1
61.24,65.74,70.61,1,0,51.37,25.5,32.15,21.3,1
79.7,91.72,81.85,0,1,56.68,40.93,41.45,31.61,1
59.42,65.41,66.45,1,0,53.9,35.91,33.6,36.88,1
70.03,77.53,80.4,1,1,46.36,54.2,46.75,36.41,1
58.11,78.29,71.95,0,0,35.64,40.78,34.62,21.77,1
58.71,64.28,65.11,1,1,43.45,38.69,40.55,32.29,1
52.47,62.72,60.6,1,1,45.67,40.13,18.6,14.2,1
50.4,63.51,60.14,0,1,34.98,39.03,30.5,27.37,1
69.09,66.1,72.97,1,1,46.66,44.13,32.76,27.64,1
59.5,63.21,65.74,0,0,36.35,30.81,20.38,17.95,1
59.04,76.78,75.15,1,0,44.4,37.62,28.65,19.14,1
47.7,63.49,62.65,1,0,34.98,31.05,26.76,21.79,1
50.86,68.1,62.84,1,0,49.81,32.01,30.5,22.79,1
79.81,86.39,77.18,0,0,48.97,32.25,21.31,17.48,1
54.19,53.93,56.48,0,1,34.97,35.98,25.59,15.41,1
70.91,72.07,75.16,0,0,52.41,33.9,33.61,35.5,1
48.76,48.21,55.9,0,1,27.45,32.06,27.91,7.84,1
64.62,77.31,65.67,1,1,53.05,38.26,37.61,33.78,1
58.48,85.12,85.46,1,1,54.58,57.04,46.54,35.88,1
50.16,53.21,53.61,0,0,38.8,39.99,34.62,19.14,0
62.78,78.51,73.43,1,1,60.31,48.51,42.53,30.23,1
36.48,58.9,57.57,1,1,33.82,39.96,36.81,20.12,1
61.9,72.54,78.71,1,1,47.25,49.4,40.21,32.31,1
64.44,65.11,62.73,0,0,42.52,37.31,29.1,30.11,1
58.28,63.51,60.43,1,0,48.19,32.31,37.65,37.43,1
70.73,65.93,64.01,0,0,41.35,38.45,29.07,24.5,1
54.18,64.88,65.35,1,1,48.91,47.52,41.66,30.31,1
53.21,66.21,67.52,0,0,33.94,34.71,27.39,21.8,1
59.26,74.38,71.59,0,0,36.77,42.17,27.93,22.05,1
65.41,72.83,80.65,0,0,35.48,47.18,27.07,23.84,1
61.84,66.29,65.23,0,0,48.4,41.74,38.15,30.23,0
52.28,60.07,62.17,0,0,38.19,41.06,29.11,29.78,1
43.06,56.5,47.94,1,1,37.9,36.75,29.65,34.57,1
62.96,74.03,59.59,1,0,42.31,27.87,28.3,22.08,1
45.53,67.49,66.11,0,1,40.07,39.69,32.23,27.48,1
45.18,71.16,68.05,1,1,38.45,49.27,26.66,15.26,1
47.14,60.31,54.18,1,0,39.91,21.08,23.72,16.34,0
55.69,60.3,61.77,1,0,46.06,32.65,31.29,31.14,1
45.44,66.45,65.93,1,0,46.25,39.17,32.71,24.6,1
41.37,71.37,63.05,0,0,35.4,34.19,29.11,24.56,1
47.09,55.8,53.36,0,1,32.65,28.64,21.86,14.87,0
52.8,61.62,61.72,0,1,40.95,35.98,30.38,25.8,1
60.45,69.62,78.37,1,1,49.82,52.68,47.23,30.67,1
55.81,66.99,69.84,1,1,40.03,49.59,39.66,31.14,1
42.03,52.47,52.17,1,0,35.37,20.11,18.4,20.79,1
57.74,59.99,66.9,1,1,46.43,39.88,28.74,31.06,1
58.87,72.83,71.13,1,0,45.08,29.63,27.21,20.06,1
49.54,61.34,61.51,1,1,43.15,39.32,29.05,22.89,1
45.45,65.86,64.27,1,1,40.65,34.92,31.48,28,1
45.44,62.35,62.36,1,1,55.78,39.59,33.38,32.12,1
48.62,67.58,57.76,0,0,32.61,26.33,22.21,24.77,1
81.57,86.56,84.3,0,0,55.2,47.24,33.77,30.73,1
44.33,62.46,58.69,0,1,28.55,34.36,20.17,7.47,1
58.19,64.28,64.66,1,1,48.58,36.24,29.44,28.34,1
46.43,62.84,56.52,0,1,27.86,31.51,23.16,11.12,1
48.93,67.76,66.45,0,1,37.86,34.01,21.07,11.59,1
46.53,67.86,64.96,0,0,30.88,27.29,18.76,11.61,1
64.61,71.7,70.44,1,0,47.9,31.36,38.31,36.05,1
59.55,73.26,71.52,0,0,38.88,35.99,35.64,28.83,1
53.45,72.93,70.25,1,1,40.58,36.21,35.75,27.28,1
61.04,61.44,68.67,0,0,51.45,31.91,29.31,23.67,1
63.92,70.8,62.71,0,1,49.11,44.42,38.59,37.56,1
44.79,62.1,68.74,1,1,46.27,48.01,42.86,31.3,1
61.57,69.48,68.94,0,0,48.85,28.4,35.52,22.89,1
46.39,55.87,55.42,1,1,40.62,42.81,36.74,27.53,1
65.06,76.45,77.78,0,1,49.77,46.89,39.51,30.11,1
63.88,70.13,69.24,0,1,40.7,45.2,23.13,14.16,1
59.84,70.37,76.97,1,0,41.58,49.34,34.92,27.49,1
52.48,55.11,59.47,0,1,22.63,39.85,18.86,8.44,0
48.69,58.76,64.38,0,1,47.88,27.57,31.76,18.89,1
51.84,65.63,64.25,0,1,34.09,38.92,36.34,25.93,1
64.23,72.64,69.34,0,0,39.54,38.66,35.85,28.29,1
46.81,59.91,63.14,0,0,26.31,34.25,19.52,20.92,0
55.6,68.67,74.17,0,0,45.29,37.9,20.59,24.72,1
34.03,57.16,61.03,0,0,26.15,24.34,19.08,17.68,1
58.12,67.2,69.77,0,0,41.86,43.85,31.24,19.77,1
42.57,56.86,61.16,0,0,32.01,27.88,28.41,16.82,1
39.18,54.9,60.14,0,0,31.55,28.93,15.26,15.9,1
61.22,68.12,72.94,0,1,43.75,43.07,35.38,29.01,1
57.52,63.5,69.94,0,0,39.97,35.57,39.74,25.4,1
49.68,67.39,54.66,1,0,43.83,29.66,23.6,17.18,1
51.37,56.62,55.59,1,0,42.72,23.06,17.23,29.39,1
82.25,90.32,89.18,0,0,51.73,42.31,35.09,33.15,1
52.67,63.31,66.65,0,1,38.25,38.65,36.65,19.68,1
52.59,62.46,52.53,1,1,44.79,32.16,26.9,26.4,1
62.83,74.13,70.21,1,0,43.27,38.3,31.81,26.09,1
56.05,69.95,59.52,1,0,46.74,31.69,25.93,25.61,1
66.85,68.97,63.27,1,0,56.2,37.34,29.4,30.78,1
58.33,68.6,67.58,0,0,35.68,39.41,23.38,14.26,1
64.13,70.51,66.64,1,0,44.21,31.87,32.44,30.01,1
60.32,65.85,63.85,0,1,45.35,39.22,27.68,23.64,1
62.74,59.57,61.28,0,0,39.48,26.71,22.9,23.28,1
54.49,71.02,68.9,1,0,38.49,37.14,25.77,21.98,1
57.67,73.65,74.03,0,0,36.75,34.5,26,16.7,1
51.75,56.87,54.47,1,0,42.5,32.52,31.1,28.41,1
62.25,71.1,68.8,1,1,48.91,33.32,26.84,20.39,1
38.85,46.84,51.94,1,0,33.01,20.42,17.8,16.68,1
63.71,70.69,68.31,0,0,45.69,35.29,35.62,29.11,1
66.98,71.44,74.72,0,1,41.89,47.76,38.92,34.86,1
63.9,81.07,75.77,1,1,46.61,51.69,43.33,27.33,1
53.75,57.13,65.85,1,0,47.44,32.74,32.75,25.37,1
61.06,60.11,57.99,1,0,42.09,26.84,29.06,26.9,1
45.68,57.18,70.33,0,0,39.08,35.85,28.89,22.8,1
65.05,72.06,67.87,0,1,38.9,39.51,25.4,22.2,1
41.81,68.16,69.95,0,1,31.88,37.54,25.54,11.5,1
62.12,67.05,73.11,0,0,45.33,36.4,34.15,16.38,1
61.39,79.91,82.74,1,0,53.5,42.34,38.31,29.6,1
59.88,72.95,74.07,1,1,45.68,35.72,30.75,21.67,1
49.63,72.16,63.59,0,0,37.34,41.18,32.61,17.38,1
64.12,74.77,57.35,1,0,51.15,30.15,36.72,35.04,1
32.95,40.05,41.55,0,0,26.26,23.47,20.66,23.22,0
64.33,67.7,73.71,1,1,53.74,41.15,43.42,34.57,1
57.3,71.26,69.7,0,1,47.22,41.22,30.1,27.99,1
67.61,70.41,65.5,1,1,46.89,34.38,25.67,23.85,1
57.4,82.41,68.6,0,0,33.46,35.25,33.91,18.7,1
77.06,71.83,67.95,0,1,49.48,44.14,39.07,30.25,1
43.7,54.01,53.24,1,0,43.68,26.04,30.58,27.52,1
62.31,74.57,70.83,0,0,49.11,36.88,35.89,32.79,1
44.37,58.41,65.87,1,0,48.03,32.2,21.91,25.77,1
53.48,62.29,64.06,0,0,37.07,27.34,20.69,18.65,0
63.91,81.63,72.92,1,1,52.7,45.09,37.8,40.04,1
62.51,72.34,72.31,1,0,51.54,45.55,30.34,28.28,1
79.95,91.44,81.3,0,0,43.36,39.75,31.01,32.03,1
50.78,60.58,68.52,0,0,48.18,38.62,35.65,38.9,1
70.43,84.08,71.33,0,0,44.39,35.71,29.6,16.84,1
51.95,65.37,66.88,1,0,50.43,39.26,38.29,26,1
46.59,50.23,47.52,0,1,40.02,29.34,21.17,26.41,1
35.52,44.38,46.18,0,0,27.92,26.88,22.95,13.95,0
56.95,74.49,73.43,0,1,39.66,51.52,33.17,30.17,1
48.74,61.58,63.28,1,0,35.19,35.31,21.79,16.33,1
65.17,80.75,74.64,0,0,53.84,33.06,36.1,24.96,1
48.66,65.87,63.88,0,1,32.26,40.91,33.34,13.41,1
49.28,55.25,49.96,0,1,41.45,31.9,36.5,22.15,1
59.26,62.3,56.55,0,1,31.94,36.72,34.04,30.99,1
75.65,81.13,81.26,0,1,47.49,50.63,30.65,27.19,1
41.94,57.47,66,1,1,39.79,42.47,38.72,28.01,1
67.21,71.23,75.14,1,0,42.35,39.23,30.47,27.33,1
65.49,77.18,75.09,0,1,38.28,42.13,30.88,25.59,1
52.35,62.98,67.72,0,1,24.34,45.52,24.46,23.27,1
63.1,67.79,68.77,0,0,41.17,35.96,21.55,23.84,1
51.59,65.22,68.29,0,0,37.21,36.47,20.7,8.75,1
83.46,83.73,83.92,0,1,47.21,47.95,33.67,27.52,1
53.65,56.54,60.11,1,0,43.52,32.23,35.4,22.86,1
55.96,76.41,63.13,0,0,37.77,30.98,19.46,14.73,1
51.09,51.51,57.95,0,1,39.98,25.96,30.2,23.08,1
34.68,41.06,48.05,0,0,29.2,29.13,25.58,23.23,0
51.84,68.86,69.68,1,1,49.93,49.02,37.6,31.78,1
57.78,69.92,67.28,0,1,39.17,45.61,32.71,17.67,1
73.01,76.35,76.89,0,1,45.07,46.35,31.59,21.8,1
60.9,82.32,72.97,0,0,46.33,40.04,27.32,25.27,1
52.73,62.18,70.23,1,1,48.62,44.77,37.9,31.4,1
55.72,66.11,62.75,0,0,29.66,39.61,32.65,26.96,1
58.93,69.29,65,0,1,35.82,35.44,36.85,17.96,1
50.45,66.51,64.44,0,1,27.04,44.68,30.09,15.92,1
63.19,76.53,64.53,0,0,43.88,38.45,25.14,22.6,1
74.5,89.05,78.22,1,0,53.09,36.7,34.49,26.95,1
50.64,60.18,52.7,1,0,52.95,27.38,27.27,27.44,1
69.49,76.84,82.91,0,0,46.23,28.69,29.76,18.38,1
65.52,72.34,73.21,1,0,57.15,30.39,31.7,27.79,1
61.45,63.11,62.39,0,0,43.56,30.06,23.6,22.36,1
56.34,65.28,60.11,0,1,32.18,35.37,26.03,23.54,1
59.05,71.29,79.36,1,0,53.2,38.94,27.29,12.4,1
52.39,64.98,55.74,1,1,50.77,39.59,26.62,23.86,1
77.04,91.35,84.58,1,1,57.68,51.27,47.56,43.2,1
46.38,60.98,66.75,1,1,42.24,33.8,25.24,22.16,1
68.62,70.52,67.81,1,0,55.94,36.35,33.9,28.09,1
73.6,77.1,70.84,1,1,49.92,40.52,41.36,37.27,1
51.12,58.44,53.34,0,0,41.14,29.66,22.78,27.89,0
68.99,73.14,76.65,1,1,59.49,46.87,48.61,35.61,1
56.73,67.02,62.48,0,0,37.68,35.61,25.97,21.82,1
55.75,71.39,63.41,1,1,49.76,42.45,30.58,26.93,1
54.11,70.76,58.71,1,1,45.73,39.62,40.84,25.62,1
35.64,46.25,46.05,1,1,34.06,36.48,28.62,27.78,1
61.58,73.7,74.9,1,1,49.13,47.87,30.12,21.8,1
72.32,78.83,79.53,0,0,46.41,37.82,27.17,26.56,1
46.54,57.8,58.17,1,1,38.35,42.83,35.51,24.46,1
65.17,69.87,66.83,1,1,44.14,42.01,37.98,28.24,1
53.98,61.07,58.49,0,0,38.86,36.02,32.01,27.48,1
41.89,53.22,47.3,0,1,38.5,33.97,26.2,16.27,0
66.97,81.49,78.37,0,0,38.43,42.48,32.05,23.3,1
75.23,87.07,82.24,1,0,54.34,44.18,38.1,28.51,1
45.47,64.08,61.14,0,0,39.15,26.8,21.62,16.92,1
57.59,54.54,60.9,0,0,39.06,29.82,20.94,29.79,1
37.72,60.75,61.73,0,0,34.68,30.52,28.96,18.14,0
54.5,67.69,68.81,1,0,49.16,42.82,37.95,26.3,1
60.83,75.82,61.98,0,0,42.61,47.17,33.71,27.87,1
76.03,81,76.86,0,1,44.12,39.18,35.16,27.32,1
73.69,81.38,79.69,0,0,46.88,42.13,45.62,28.11,1
74.71,89.04,82.32,1,1,52.41,42.05,35.4,31.78,1
48.67,67.59,61.31,0,1,31.36,26.52,18.09,14.8,1
52.06,58.48,59.04,1,0,45.13,35.08,20.62,22,1
35.03,46.5,58.21,0,1,27.64,29.29,16.64,13.65,1
46.42,62.51,67.63,1,1,35.06,44.29,28.89,21.4,1
37.58,54.37,54.7,0,0,40.44,25.19,32.53,26.87,1
59.39,64.2,63.19,1,0,47.06,31.43,22.83,24.56,1
46.64,59.63,62.05,1,1,38.71,36.93,27.52,28.47,1
41.78,52.25,58.87,0,0,26.89,38.22,24.95,15.25,1
50.74,66.55,66.05,0,1,40.36,36.85,25.9,12.36,1
40.78,69.23,57.95,1,1,39.44,29.12,21.65,18.84,1
58.71,63.59,64.91,0,0,49.48,32.93,26.71,17.54,1
58.41,71.47,69.71,1,1,51.12,40,39.05,34.53,1
51.21,65.93,58.59,1,1,33.2,37.44,25.38,16.52,1
46.23,58.47,59.47,1,0,44.43,31.68,37.61,31.57,1
38.93,51.93,56.39,1,1,28.67,52.72,34.51,18.72,1
61.66,69.18,71.26,1,1,43,37.36,27.17,22.02,1
57.74,59.53,68.87,0,1,34.02,37.48,33.73,27.64,1
60.57,58.58,55.66,1,1,51.7,35.2,30.65,39.12,1
51.32,58.32,61.16,1,0,46.04,40.92,27.06,30.05,1
52.38,60.67,58.98,0,0,29.15,45.22,27.05,23.29,0
72.3,83.71,83.43,0,0,44.57,42.11,39.7,28.47,1
47.79,54.24,61.88,0,1,40.7,47.27,35.87,18.04,1
51.25,60.29,54.29,0,1,37.09,27.47,24.08,14.3,1
63.93,79.38,72.85,0,0,38.03,36.97,23.86,24.47,1
58.63,73.75,65.35,1,0,44.6,28.83,22.91,17.82,1
30.44,50.7,50.01,0,1,27.57,40.79,26.87,15.65,0
34.75,57.69,55.14,0,0,28.74,31.74,23.05,20.4,1
47.07,76.23,75.23,0,1,39.89,51.69,35.72,28.45,1
65.92,73.84,74.57,1,1,52.11,34.13,29.16,21.56,1
63.06,75.96,77.81,1,1,44.98,53.62,28.6,18.35,1
61.23,70.15,73.69,1,1,53.88,50.29,50.55,36.78,1
62.53,70.8,64.3,0,0,45.25,36.35,27.86,17.82,1
43.37,52.14,54.78,0,0,41.43,27.22,30.29,25.93,1
62.21,81.81,80.31,0,1,46.43,44.47,36.88,29.28,1
43.94,59.12,65.44,1,0,39.4,40.19,29.67,19.76,1
66.37,83.98,81.54,0,0,47.4,35.4,24.31,25.6,1
48.87,63.96,53.82,1,1,37.94,39.33,29.87,24.93,1
58.38,63.59,66.8,1,1,46.19,42.46,43.81,37.79,1
32.51,49.49,50.02,0,0,30.52,25.8,28.04,27.53,0
38.81,58,60.13,1,1,36.26,37.24,29.34,17.83,1
68.09,77.37,71.07,1,0,50.87,47.35,49.76,28.38,1
63.3,61.58,65.14,1,1,46.91,34.84,35.29,26.61,1
40.38,55.39,53.98,1,0,35.57,32.36,26.72,18.07,1
70.43,75.49,80.51,0,0,49.04,36.8,34.74,20.56,1
41.91,53.95,58.23,0,0,26.32,32.61,25.61,13.78,1
55.24,58.21,59.59,1,0,40.18,32.14,34.26,24.15,1
49.24,73.26,64.49,1,0,37.79,29.98,27.38,14.09,1
43.92,63.84,58.97,0,0,38.9,29.36,26.24,25.6,0
69.02,71.8,80.13,1,0,50.35,42.35,35.37,28.41,1
75.22,80.08,76.86,1,0,57.48,40.75,33.25,37.34,1
57.14,75.61,81,0,1,43.19,44.64,38.3,28.54,1
73.31,70.23,72.86,0,0,44.83,33.93,27.24,27.11,1
51.63,73.18,62.39,1,1,51.22,35.58,25.71,25.25,1
56.3,69.4,72.9,1,0,43.28,39.29,30.5,21.3,1
56.58,70.28,57.54,0,0,40.31,27.94,30.99,24.68,1
41.12,54.88,55.99,1,0,44.37,31.43,25.91,29.4,1
60.99,73.39,82.28,0,0,51.67,40.27,31.41,26.16,1
63.52,84.39,85.73,1,1,53.44,58.45,45.78,37.8,1
52.92,65.35,71.3,1,0,47.23,39.3,31.89,29.84,1
34.7,46.9,54.28,0,0,24.26,31.49,24.36,21.33,0
59.41,66.42,72.43,0,1,44.38,48.38,41.71,25.34,1
36.82,58.88,52.44,0,1,27.91,34.5,29.66,13.39,1
45.26,60.62,63.69,1,1,40.01,40.13,30.15,20.06,1
56.58,68.85,68.93,1,0,41.78,35.78,31.02,33.39,1
45.76,56.03,64.11,1,1,41.48,35.36,36.67,34.89,1
58.04,77.01,80.19,0,1,40.36,48.44,37.64,23.95,1
52.29,65,61.56,1,1,44.76,38.33,24.32,13.75,1
35.43,46.73,42.31,1,0,26.78,27.9,25.21,15.13,1
57.02,57.26,60.97,0,0,34.15,37.41,24.12,18.75,0
62.04,64.18,73.35,1,0,51.24,45.62,39.48,30.54,1
67.15,77.81,67.43,0,1,39.19,41.2,25.28,25.79,1
50.6,57.67,58.26,1,0,46.6,38.22,32.63,15.44,1
54.26,53.51,48.23,1,1,34.08,28.73,24.25,9.67,1
37.06,47.75,47.19,0,1,36.23,35.53,23.94,21.39,0
78.58,83.05,82.18,0,1,50.1,49.35,46.25,37.11,1
73.06,83.35,78.92,1,0,60.07,32.07,31.89,28.05,1
54.62,50.77,52.37,1,0,52.15,43.01,46.31,23.28,1
53.5,64.82,71.47,0,0,39.94,39.1,30.01,16.01,1
19.84,45.28,42.78,1,1,13.19,29.86,12.56,0.21,1
67.42,70.36,61.03,0,1,47.49,38.02,27.12,22.81,1
61.75,67.85,77.49,0,0,40.94,42.13,31.75,19.42,1
64.75,74.77,77.66,1,1,51.13,56.04,44.38,27.54,1
50.14,56.65,60.25,1,1,44.79,39.94,22.53,19.13,1
49.37,56.54,53.61,1,0,34.16,35.21,33.01,27.51,1
40.17,54.43,49.68,0,0,24.91,27.06,24.63,22.1,0
64.34,74.31,72.58,1,1,35.27,54.93,36.65,28.9,1
70.03,80.97,77.79,1,1,52.89,39.5,40.68,27.03,1
68.49,76.46,66.99,0,1,52.71,55.94,37.36,32.07,1
57.25,67.95,61.7,1,1,43.68,39.91,36.87,24.45,1
51.08,64.81,65.84,0,1,37.89,37.87,23.58,14.45,1
42.38,51.54,47.64,0,0,35.7,25.08,19.49,23.02,0
46.58,47.35,58.2,1,0,34.5,33.43,28.1,12.58,1
60.61,65.05,64,1,0,49.62,39.08,32.5,32.96,1
51.59,60.77,67.02,1,1,47.78,40.85,35.91,28,1
74.7,76.11,72.68,0,1,47.43,43.44,35.1,22.85,1
68.83,69.79,73.97,0,1,41.36,50.44,40.01,34.46,1
47.78,67.21,65.13,1,1,44.53,39.15,29.14,12.52,1
40.41,50.32,61.24,1,1,33.38,47.04,31.31,18.37,1
48.42,59.11,56.36,0,1,41.68,33.46,32.6,22.31,1
67.78,79.29,85.95,0,1,43.48,55.15,37.08,19.38,1
48.71,64.17,69.7,1,0,52.24,38.24,25.85,32.71,1
61.55,66.79,63.78,1,0,53.09,37.31,31.44,30.78,1
48.21,55.83,54.85,1,0,38.04,43.98,34.08,25.62,1
59.12,68.94,69.5,1,1,51.26,36.58,37.31,29.62,1
61.34,66.85,70.92,0,0,38.55,36.48,24.4,17.71,1
66.83,74.34,67.74,1,0,47.98,32.38,35.15,34.41,1
72.2,73.98,67.62,0,0,44.23,39.25,38.53,33.8,1
70.72,80.54,68.3,1,0,54.8,38.16,35.03,22.09,1
48.64,53,63.96,0,1,25.45,35.16,25.99,20.14,1
53.24,63.65,63.21,0,1,39.44,33.85,25.78,29.65,1
40.92,57.44,47.99,1,1,34.97,35.8,29.86,20.6,1
52.17,65.89,62.88,1,1,52.41,41.72,24.58,25.34,1
55.29,80.98,77.45,0,0,46.33,31.53,31.63,32.3,1
50.15,61.24,63.23,0,0,42.29,37.16,33.1,21.86,1
48.96,62.58,71.13,0,1,40.63,45.32,29.77,15.82,1
67.38,74.98,74.1,1,0,41.73,39.3,27.37,23.4,1
65.89,85.85,77.2,0,0,54.18,39.42,34.86,29.13,1
59.79,75.89,73.14,0,0,41.78,36.41,31.87,20.12,1
39.67,66.34,69.03,1,1,46.79,37.78,35.2,18.07,1
57.41,64.61,68.18,0,1,51.79,43.08,41.25,36.99,1
50.39,63.78,62.05,1,1,44.78,41.6,34.82,35.26,1
70.79,78.4,70.56,1,0,45.26,24.04,29.21,22.31,1
33.37,43.12,46.31,1,0,34.25,22.16,23.31,26.8,0
48.29,63.28,55.35,0,0,38.44,34.33,23.17,15.85,1
47.96,55.04,59.36,0,1,33.15,42.24,25.2,22.23,1
49.4,68.37,67.01,1,1,38.52,37.08,25.43,24.42,1
66.49,73.61,67.15,1,1,58.23,38.1,34.94,30.71,1
26.77,35.95,37.49,1,0,32.29,19.24,25.38,18.78,0
52.5,61.02,65.85,0,1,35.18,43.33,35.07,12.29,0
65.21,74.19,71.89,0,1,42.98,40.26,43.45,39.91,1
66.76,85.55,81.46,1,0,51.52,39.51,33.89,28.02,1
48.41,66.51,60.72,1,0,46.98,38.55,25.72,23.38,1
46.84,60.69,56.09,1,0,47.76,27.92,29.23,26.92,1
59.15,74.62,69.35,1,1,52.53,38.67,30.7,20.9,1
56.81,68.64,61.07,1,0,44.26,30.62,29.65,31.09,1
55.83,61.54,59.92,0,0,43.46,37.81,31.72,21.72,1
9.38,34.52,41.08,1,1,21.23,26.04,15.04,12.1,0
41.47,61.27,55.88,1,0,41.21,28.7,26.87,19.42,1
44.64,76.79,76.25,0,1,33.79,50.79,28.17,16.71,1
62.72,73.82,76.01,0,1,36.48,41.77,30.62,24.29,1
